trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1/3/2019 14:29,2.25E+15,"fraud_Ledner, Hartmann and Feest",health_fitness,14.27,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,8/5/1960,dd262b4f2013b7e78717603b53b67257,1325600998,40.585628,-82.166432,0
1/3/2019 14:30,4.52E+15,fraud_Hammes-Beatty,kids_pets,17.86,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,1877bb6dcd4e1b2815183703da383aa8,1325601029,26.847734,-82.394675,0
1/3/2019 14:30,4.16E+12,fraud_Kilback and Sons,entertainment,74.63,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,12/27/1979,b9aa6b27430e424e22533ecfd69be8d4,1325601053,44.160859,-92.937029,0
1/3/2019 14:30,2.13E+14,fraud_Herzog Ltd,misc_pos,8.02,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",3/18/2004,5eada1d4879aad6f83798eff8be58562,1325601057,43.560665,-89.015805,0
1/3/2019 14:31,4.16E+15,"fraud_Koss, Hansen and Lueilwitz",home,5.78,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),10/12/1983,e88a19367eb593a0beb205be533e94cf,1325601094,33.742499,-99.556606,0
1/3/2019 14:33,3.56E+15,fraud_Friesen Ltd,health_fitness,73.19,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,2/15/1974,496a7d3dc3ac4cc4e6d4867bd1ad63aa,1325601206,42.753461,-78.42598,0
1/3/2019 14:36,6.30E+11,fraud_Bauch-Blanda,entertainment,94.63,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,8/29/1981,770724c2cf9bd6ac8e35ed80298cd8ae,1325601405,39.283428,-78.97487,0
1/3/2019 14:36,3.59E+15,fraud_Berge-Ullrich,home,32.37,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,6/29/1935,6b507bb5b7b66293a2245b067d7a8683,1325601415,44.105469,-93.42346,0
1/3/2019 14:37,4.63E+15,fraud_Auer-West,shopping_net,1.46,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",12/26/1973,a825865dde7e58d6c02503a1c2f41e0c,1325601438,42.069343,-96.337617,0
1/3/2019 14:38,3.02E+13,fraud_Thiel Ltd,travel,9.94,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,5c7ea882f7f23fd4a2953782d108d25d,1325601496,33.168487,-95.882827,0
1/3/2019 14:38,4.95E+15,fraud_Cartwright PLC,kids_pets,58.87,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,4/5/1957,e864e374f64ed71a1837660b445d733d,1325601510,40.732812,-79.832854,0
1/3/2019 14:39,3.58E+15,fraud_Kuhic LLC,shopping_net,3.24,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",9/30/1978,07279e11ad4f6bec98b140004a6a4f52,1325601544,35.083415,-106.017465,0
1/3/2019 14:39,3.58E+15,fraud_Fadel Inc,health_fitness,143.97,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1/1/1985,731b32d2ff460212702ebd51f1c36d41,1325601574,40.614922,-75.044585,0
1/3/2019 14:40,4.68E+12,"fraud_McDermott, Osinski and Morar",home,34.37,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",3/6/1978,4236e068876d3e234ab2d6f3ecd57c7d,1325601602,35.240234,-86.599334,0
1/3/2019 14:40,6.01E+15,fraud_Will Ltd,food_dining,28.31,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,6/11/1986,76aae3c8fc4e4e2b9c429b1f95502ffd,1325601635,33.208263,-93.597366,0
1/3/2019 14:41,3.52E+15,fraud_Berge-Hills,kids_pets,95.83,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",11/9/1990,0ea97d290b5e3c4626895e5926f4ce69,1325601683,40.766031,-74.779448,0
1/3/2019 14:41,6.01E+15,"fraud_Schroeder, Wolff and Hermiston",travel,1.39,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",8/9/1972,9436d27712b0ad2bf53af4f17ee3771b,1325601717,38.717144,-78.209354,0
1/3/2019 14:42,3.44E+14,"fraud_Medhurst, Cartwright and Ebert",personal_care,4.77,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",10/11/1975,127b4e0cc68d9d1ba7bf46a16f4900e3,1325601760,45.229802,-85.121645,0
1/3/2019 14:43,2.13E+14,fraud_Dooley Inc,shopping_pos,3.38,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",3/18/2004,cc6fe87a091d461bab6f0a9eeb0f60e5,1325601783,42.057013,-87.98191,0
1/3/2019 14:43,4.78E+12,fraud_Osinski Inc,personal_care,40.55,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,4/22/1961,d7f10ffc7aa9ef00e06cc4c7d6357df1,1325601798,39.01589,-99.663327,0
1/3/2019 14:43,5.15E+15,fraud_Schaefer Ltd,kids_pets,45.01,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,10/5/1993,4948bcef8f2a13c1142d8b3ceb5ec182,1325601810,38.435527,-81.126581,0
1/3/2019 14:44,3.52E+15,"fraud_Metz, Russel and Metz",kids_pets,24.7,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,9/11/1970,35f2c375bc59fc7a034a0028e926970c,1325601855,34.084165,-96.906876,0
1/3/2019 14:44,3.58E+15,fraud_Champlin and Sons,home,108.37,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,10/6/1968,da43f525150af55bf5ec05e135ba88ff,1325601857,36.268156,-90.58622,0
1/3/2019 14:44,4.07E+15,"fraud_Durgan, Gislason and Spencer",home,59.97,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,9/18/1980,d5491465ccbc63779e3bf4d3150104f3,1325601861,39.26628,-81.361614,0
1/3/2019 14:44,4.59E+15,"fraud_Hagenes, Kohler and Hoppe",food_dining,1.59,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",7/5/1997,fb6cdc304e9fe126c88aaef6d797f6c5,1325601862,33.09218,-81.103687,0
1/3/2019 14:44,6.30E+11,fraud_Morissette PLC,shopping_pos,6.46,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,6/21/1978,d1989e742f2393d96db81d0f40959ad0,1325601891,48.874692,-118.461092,0
1/3/2019 14:45,3.71E+14,fraud_Klein Group,entertainment,16.19,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,5/24/1976,47fc3b45447924e7d2dfd415d2b1b56d,1325601915,34.89566,-99.976157,0
1/3/2019 14:45,3.57E+15,fraud_Lubowitz-Walter,kids_pets,17.28,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,4/25/1971,2f441f7cfeb57d3e6c33abd734c9b6e9,1325601925,33.998222,-118.151407,0
1/3/2019 14:46,3.58E+15,fraud_Hilpert-Conroy,kids_pets,12.59,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1/1/1985,e3bb430adb498e7be38e63ef76dc7632,1325602010,39.528149,-74.152902,0
1/3/2019 14:48,3.04E+13,"fraud_Eichmann, Hayes and Treutel",travel,1.9,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,10/25/1993,d5a7a04802db48a56788994900d622fa,1325602084,43.086385,-79.052959,0
1/3/2019 14:48,6.01E+15,fraud_Graham and Sons,health_fitness,50.99,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",7/6/1952,872151304c4e4f91e72f4fcaa0d6f0f6,1325602098,35.532041,-98.770006,0
1/3/2019 14:48,1.80E+14,fraud_Lemke and Sons,travel,447.52,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,90d74d1a15d29a250fedbabe6721a483,1325602127,41.734914,-91.455863,0
1/3/2019 14:50,6.01E+15,"fraud_Witting, Beer and Ernser",home,20.2,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,2/8/1983,8eb0cae306e75ce245f934823930b2a1,1325602210,34.232701,-78.823475,0
1/3/2019 14:51,6.52E+15,"fraud_Walter, Hettinger and Kessler",personal_care,7.97,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",12/5/1952,e7cbab52f1c453d6b24300f918234ce4,1325602310,34.214095,-87.570637,0
1/3/2019 14:54,3.79E+14,"fraud_Windler, Goodwin and Kovacek",home,13.24,Gerald,Anthony,M,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,12/15/1966,0d4fd2f5bb634fdca46e54711d6d915c,1325602447,33.002881,-80.692806,0
1/3/2019 14:54,6.01E+15,"fraud_Windler, Goodwin and Kovacek",home,30.52,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,11/29/1981,52cf5a64000f458f7d32fe50fa1a2cb4,1325602460,47.15607,-119.329031,0
1/3/2019 14:57,4.55E+15,"fraud_Cole, Hills and Jewess",home,40.6,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,5/29/1968,82f4fadee3a72431e78dff9719f9166e,1325602662,40.080493,-82.5232,0
1/3/2019 14:59,3.73E+14,fraud_Hickle Group,shopping_pos,7.97,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,6/18/1985,92631a57b398345f4983ba0c76f4ba2c,1325602771,42.68132,-83.531219,0
1/3/2019 14:59,4.40E+18,"fraud_Turner, Ruecker and Parisian",misc_pos,6.8,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",9/15/1980,91622d91cf2afc90356aad009cce19db,1325602790,40.80996,-99.280008,0
1/3/2019 15:00,5.68E+11,fraud_Reichel LLC,personal_care,134.95,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",12/16/1984,0a990b4f62f114facd6af1567ba18e76,1325602835,30.37152,-94.701125,0
1/3/2019 15:00,3.50E+15,fraud_Bogisich-Weimann,kids_pets,17.07,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,9/8/1976,67be26e941e17d506afb0c95a47b69ce,1325602853,39.720514,-76.128842,0
1/3/2019 15:00,3.58E+15,"fraud_Wuckert, Wintheiser and Friesen",home,12.02,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,12/30/2004,b68c54f64184751daa514309d6ca7a83,1325602857,39.445484,-94.97239,0
1/3/2019 15:01,2.26E+15,fraud_Hoppe-Parisian,kids_pets,157.59,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,10/17/1995,cb3bd3d24ce2f96438d944d0daa2d6af,1325602860,28.477658,-97.862283,0
1/3/2019 15:01,1.80E+14,fraud_Brown Inc,kids_pets,101.96,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,12/8/1953,9f002cd4bb1b60d81737cbb06997a3f9,1325602902,34.661558,-81.813225,0
1/3/2019 15:02,4.00E+15,"fraud_Daugherty, Pouros and Beahan",shopping_pos,77.11,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,2/8/1989,85d35491a29bc32e01aaa3b986112664,1325602931,33.853282,-85.998174,0
1/3/2019 15:02,4.66E+18,"fraud_Bahringer, Osinski and Block",food_dining,35.74,Linda,Park,F,24607 Charles Mountains,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,8/4/1963,f76ddcd1181b7ece762adeba64bb319f,1325602960,41.086906,-79.568802,0
1/3/2019 15:03,2.30E+15,"fraud_Metz, Russel and Metz",kids_pets,5.4,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,9/1/1999,84f475a93b62f7407c98c8b67d123bd6,1325603013,40.987816,-73.376724,0
1/3/2019 15:03,4.59E+15,fraud_Brown-Greenholt,entertainment,94.75,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,4/12/1976,004d8416e184395e99e2666a8cad035a,1325603039,44.885356,-68.82379,0
1/3/2019 15:05,3.78E+14,"fraud_Crist, Jakubowski and Littel",home,271.76,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,9/2/1958,479e6bc9e9065b29b36e1c6b1b45f350,1325603149,44.643682,-71.032106,0
1/3/2019 15:06,3.79E+14,fraud_Bode-Schuster,kids_pets,49.44,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1/29/1935,bc96d5a3787826960c0581a2e5c99bc5,1325603188,32.864487,-111.364427,0
1/3/2019 15:09,6.01E+15,fraud_Greenholt Ltd,health_fitness,3.07,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,4/16/1974,f9f50bdb82f8b789fe74a15d5910ba10,1325603371,40.848693,-105.405873,0
1/3/2019 15:10,2.71E+15,fraud_Adams-Barrows,health_fitness,18.72,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,2/13/1964,a2a2fc0471986e824194aa0a3b5c673a,1325603422,32.715029,-90.513968,0
1/3/2019 15:11,6.01E+15,fraud_Berge-Ullrich,home,75.34,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",11/2/1974,6712418678a5d12acafca3040d34bac4,1325603499,44.096968,-67.649806,0
1/3/2019 15:14,2.29E+15,fraud_Tillman LLC,travel,2.2,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1/24/1967,dc5df008d04db3457d39bf913e4e8b48,1325603688,35.346129,-105.825105,0
1/3/2019 15:15,1.80E+14,fraud_Flatley Group,misc_pos,5.55,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,11/20/1974,16b897b89735c45e871cadba3860cc94,1325603705,43.867329,-91.129512,0
1/3/2019 15:16,3.81E+13,"fraud_Hills, Hegmann and Schaefer",health_fitness,141.52,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,9/11/1995,061b2030be8bf2d557731a103715036d,1325603780,29.554677,-94.715123,0
1/3/2019 15:16,4.84E+15,fraud_Nolan-Williamson,kids_pets,10.17,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013,-86.5457,76,Social researcher,5/6/1955,53ddea4f76451826ce4097ddf201999f,1325603784,39.025459,-86.517625,0
1/3/2019 15:17,3.85E+13,"fraud_Reichert, Rowe and Mraz",shopping_net,684,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,5/14/1989,9e126fda81b7d4ebc6e459f28654ba06,1325603849,34.906643,-82.02582,0
1/3/2019 15:18,4.99E+12,fraud_Cormier LLC,health_fitness,68.31,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,3/17/1937,3825296aa4b86be815c354516cb30e5f,1325603923,41.745055,-73.5038,0
1/3/2019 15:19,4.96E+18,"fraud_Altenwerth, Cartwright and Koss",shopping_net,6.43,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,12/21/1980,a190f2b161abb06e7a6b3a8a893bee38,1325603985,40.761231,-73.620692,0
1/3/2019 15:21,2.13E+14,fraud_Kemmer-Buckridge,misc_pos,29.27,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,1/28/1971,6e345056e382b912e9d87e2f36e85c6e,1325604085,26.572697,-100.261889,0
1/3/2019 15:22,4.23E+15,fraud_Brown-Greenholt,entertainment,291.64,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,5/3/1990,09b8f1b38fd2aaa825095b40c89bd1b5,1325604139,36.992758,-85.677472,0
1/3/2019 15:22,6.01E+15,fraud_Zboncak LLC,food_dining,169.52,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,7/12/1980,84b7f1bda227a065e1265085d66d132d,1325604146,34.093194,-86.644469,0
1/3/2019 15:24,2.70E+15,"fraud_Nicolas, Hills and McGlynn",entertainment,43.72,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",3/9/1988,0f63b8ad4ac9bc6b77e60197ffa6aa24,1325604251,36.956094,-80.34352,0
1/3/2019 15:24,4.28E+15,fraud_Reilly and Sons,health_fitness,110,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,11/10/1955,6d74ba6ac377392a2507f0252508d36d,1325604287,45.2622,-103.724635,0
1/3/2019 15:26,2.25E+15,"fraud_Yost, Schamberger and Windler",kids_pets,106.64,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,9/8/1987,b53888ecb7ec9ac7577f5e2ef58a2db0,1325604362,30.133322,-83.966845,0
1/3/2019 15:26,4.21E+18,"fraud_Cormier, Stracke and Thiel",entertainment,13.1,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,11/11/1965,b45de352a9d8775711d24b4c2f3db8f5,1325604372,43.416749,-122.669684,0
1/3/2019 15:29,2.13E+14,fraud_Ruecker-Mayert,kids_pets,76.34,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,7/24/1969,49fe2c135b6cd510f49caedf055bd804,1325604562,40.252803,-92.17596,0
1/3/2019 15:29,1.80E+14,"fraud_Turcotte, Batz and Buckridge",health_fitness,78.45,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,4/15/1986,5d8924e727700b2b05bff6a05150c8d6,1325604576,46.446523,-90.909226,0
1/3/2019 15:30,6.01E+15,"fraud_Hettinger, McCullough and Fay",home,43.64,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,4/3/1986,5ba1bd6a64a5f2d1e493c0de1706f9e7,1325604616,42.495634,-73.021652,0
1/3/2019 15:30,3.51E+15,fraud_Runte-Mohr,food_dining,9.06,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,7/30/1959,058c3d730ad362874086856cfc330282,1325604659,37.455028,-81.613546,0
1/3/2019 15:31,4.47E+18,fraud_Satterfield-Lowe,travel,11.49,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,9/16/1966,df58cffd417b500fdb4a09914d175fdb,1325604695,27.12186,-83.28866,0
1/3/2019 15:31,3.54E+15,fraud_Auer LLC,personal_care,87.61,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",10/19/1977,12f727a54541e821417749e0a6374fe9,1325604695,35.91196,-82.270032,0
1/3/2019 15:32,2.27E+15,fraud_Roberts-Beahan,misc_pos,2.75,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,7/25/1972,e72a91bc78e8e1d7a6aeaacb162693cf,1325604753,33.761647,-86.791912,0
1/3/2019 15:32,3.47E+14,"fraud_Parker, Nolan and Trantow",entertainment,80.17,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",5/16/1973,73f9e532fd0b4ff4715a43da28ae899b,1325604767,44.528529,-104.028624,0
1/3/2019 15:33,1.80E+14,"fraud_Armstrong, Walter and Gottlieb",food_dining,50.81,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,4/15/1986,c64bf49113060bbefca7dd4746c178c8,1325604785,46.168009,-90.292362,0
1/3/2019 15:33,2.29E+15,fraud_Goyette-Gerhold,kids_pets,82.97,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,8/29/1981,50f0240d91b080956ef272e8a322495f,1325604793,41.142234,-74.770608,0
1/3/2019 15:34,3.53E+15,"fraud_Goyette, Howell and Collier",shopping_pos,7.89,Melissa,Rodriguez,F,81708 Christopher Plaza,Jordanville,NY,13361,42.8948,-74.8209,824,Travel agency manager,9/1/1985,8dfd1f2461dbcdef120276fcc69458bf,1325604859,42.193833,-74.928908,0
1/3/2019 15:35,3.73E+14,"fraud_Roberts, Ryan and Smith",personal_care,73.01,Vincent,Richards,M,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,3/4/1981,a7cee9f0faeffa86dfabbb1c20c33688,1325604925,29.948891,-96.842249,0
1/3/2019 15:37,4.80E+18,"fraud_Romaguera, Wehner and Tromp",kids_pets,34.23,Robert,Williams,M,09419 Lewis Rapids,Bay City,MI,48706,43.6088,-83.953,67858,Water quality scientist,3/13/1995,40125459deb867ed238112f820cb3a47,1325605050,43.120266,-82.963029,0
1/3/2019 15:38,3.43E+14,fraud_Bogisich-Homenick,misc_net,9.83,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,9/26/1987,c6d12a5c0941d74b427687018af7cde6,1325605121,41.105917,-73.096454,0
1/3/2019 15:39,4.51E+15,fraud_Hudson-Grady,shopping_pos,14.02,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",9/2/1988,0a3d533d5e6dbbe798211c898a01eb44,1325605180,41.238579,-106.24162,0
1/3/2019 15:39,6.01E+15,fraud_Medhurst PLC,shopping_net,83.38,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,9/15/1988,d758168fd99dba845d794ad314fdbff5,1325605182,40.347751,-81.254278,0
1/3/2019 15:40,6.01E+15,fraud_Simonis-Prohaska,misc_pos,7.46,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,11/2/1971,0d7e5b0bd310f82a5efd04fd054508de,1325605210,32.247156,-86.352642,0
1/3/2019 15:40,2.13E+14,fraud_Block-Hauck,travel,9.7,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,11/23/1997,123f0685502a42de579d476f298a1ef8,1325605245,46.269146,-89.046786,0
1/3/2019 15:41,4.89E+18,"fraud_Langworth, Boehm and Gulgowski",shopping_net,6.79,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,4/30/1979,0a855bcf8400aeedfc9d3b0198da0554,1325605262,38.256262,-121.242734,0
1/3/2019 15:41,3.05E+13,fraud_Jakubowski Inc,home,122.68,Tommy,Dixon,M,8829 Steele Station,Dresden,KS,67635,39.6094,-100.4112,169,"Librarian, public",7/30/1953,0bac98c81cc76abc3a3bcfea6e391031,1325605273,40.106684,-101.170546,0
1/3/2019 15:41,3.03E+13,"fraud_Hyatt, Russel and Gleichner",health_fitness,2.15,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),5/27/1967,6b19a4026ee05dab461a5e729c9768f2,1325605290,40.123164,-120.299893,0
1/3/2019 15:42,5.00E+15,fraud_Kulas Group,health_fitness,51.9,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,8/6/1971,07b55a93968c92ea1adf05d53127abb9,1325605331,44.107649,-92.184176,0
1/3/2019 15:42,4.63E+15,"fraud_Ruecker, Beer and Collier",shopping_net,4.93,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",12/26/1973,aac43e53f60ffe9a0f898769b45d47b4,1325605344,41.639432,-96.607675,0
1/3/2019 15:42,3.01E+13,"fraud_Bahringer, Schoen and Corkery",shopping_pos,2.77,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",11/27/1992,0a51b2a416628fde3f53a518efdaa940,1325605379,39.335365,-94.787078,0
1/3/2019 15:43,3.54E+15,fraud_Hamill-D'Amore,health_fitness,12.95,Christie,Mendoza,F,53142 Katrina Roads Suite 889,Monitor,WA,98836,47.4852,-120.4158,584,Medical technical officer,3/20/1969,0c7bb95c0f9c06f1d7c4b39d606e6809,1325605389,47.706882,-120.172543,0
1/3/2019 15:43,6.30E+11,fraud_Conroy-Emard,food_dining,64.56,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,2/7/1973,b3869e34e4b3bb44bc74284591c0ef16,1325605430,36.058157,-119.748728,0
